encoder,learner,metric,delta_eta,mean_rep,ci_low_rep,ci_high_rep,mcse_rep,mean_short,ci_low_short,ci_high_short,mcse_short,mean_theoretical_gap,mean_abs_identity_error,scenario_group,n_scenarios,n_rows,M,target_mechanism,mean_roc_auc
hash_shared,lightgbm,logloss,,,,,,0.10547869076229859,0.0977468535513311,0.11321052797326607,0.0039448149035548425,,,1C_finite,6,300,50.0,position_specific,0.514610269969088
hash_shared,lightgbm,logloss,,,,,,0.011541537514524894,0.01025493378808555,0.012828141240964238,0.0006564304726731347,,,1C_finite,6,300,200.0,hamming_weight,0.7734649995873398
hash_shared,lightgbm,logloss,,,,,,0.11190539104631393,0.10397620292688217,0.11983457916574569,0.004045504142567227,,,1C_finite,6,300,200.0,position_specific,0.5031531381788538
hash_shared,lightgbm,logloss,,,,,,0.020971507196633026,0.019047405850806345,0.022895608542459707,0.0009816843601156537,,,1C_finite,6,300,1000.0,hamming_weight,0.7671285183185075
hash_shared,lightgbm,logloss,,,,,,0.1224838427782945,0.11411712257771654,0.13085056297887243,0.004268734796213238,,,1C_finite,6,300,1000.0,position_specific,0.5004355914840841
hash_shared,logistic,brier,,,,,,0.0004754805353090869,0.00043982701080985784,0.000511134059808316,1.8190573724096453e-05,,,1C_finite,6,900,10.0,hamming_weight,
hash_shared,logistic,brier,,,,,,0.04218119303663749,0.04037437564226018,0.0439880104310148,0.000921845609376179,,,1C_finite,6,900,10.0,position_specific,
hash_shared,logistic,brier,,,,,,0.0005137804972645192,0.0004685654603520802,0.0005589955341769582,2.306889638389745e-05,,,1C_finite,6,900,50.0,hamming_weight,
hash_shared,logistic,brier,,,,,,0.04542966379003911,0.043527442461757784,0.04733188511832044,0.0009705210858578196,,,1C_finite,6,900,50.0,position_specific,
hash_shared,logistic,brier,,,,,,0.00046117059561491866,0.0004236225711008151,0.0004987186201290222,1.9157155364338554e-05,,,1C_finite,6,900,200.0,hamming_weight,
hash_shared,logistic,brier,,,,,,0.046010192527463835,0.0440825560155415,0.04793782903938617,0.000983488016286906,,,1C_finite,6,900,200.0,position_specific,
hash_shared,logistic,brier,,,,,,0.0005270944745743763,0.00048471081279058946,0.0005694781363581631,2.1624317236625927e-05,,,1C_finite,6,900,1000.0,hamming_weight,
hash_shared,logistic,brier,,,,,,0.0461417249442961,0.04420787033322873,0.04807557955536347,0.0009866605158506997,,,1C_finite,6,900,1000.0,position_specific,
hash_shared,logistic,logloss,,,,,,0.0017546825566962074,0.0016513545255942765,0.0018580105877981383,5.2718383215270916e-05,,,1C_finite,6,900,10.0,hamming_weight,0.7664301954903183
