arm,component,scenario_id,replicate,seed,d_active,M,K,marginal,tau,interaction_count,delta_eta,n_train,encoder,bucket_width,width_label,reference_log_gap,reference_brier_gap,production_log_gap,production_brier_gap,log_identity_error,brier_identity_error,prod_ref_log_abs_diff,prod_ref_brier_abs_diff,production_self_identity_error_log,production_self_identity_error_brier,fiber_count,stored_fiber_count,fiber_count_match,stored_representation_loss_log_mc,stored_representation_loss_brier_mc,stored_mcse_log,stored_mcse_brier,stored_abs_diff_log_mc,stored_abs_diff_brier_mc,stored_mc_tolerance_log,stored_mc_tolerance_brier,stored_mc_within_tolerance,recomputed_fiber_fingerprint,stored_fiber_fingerprint,fiber_fingerprint_match,tolerance,within_tolerance,injected_defect,status,notes
d3_frozen,1B,S1B-0010,10,601924010,3,5,4,uniform,0.5,3,0.1,5000,hash_shared,10,B0,0.023361827558012527,0.01135397333607746,0.02336182755801164,0.011353973336076906,8.291978215169138e-16,5.30825383648903e-16,8.881784197001252e-16,5.551115123125783e-16,2.0816681711721685e-17,1.0408340855860843e-17,56,56,1,0.0234251083360309,0.0113857981273924,0.0001423754232232,6.847789246888548e-05,6.328077801926249e-05,3.1824791315493775e-05,0.0008542535393392001,0.00041086835481331295,1,f3f5ad342e8943d339602bddd5233506,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0010,10,601924010,3,5,4,uniform,0.5,3,0.1,5000,hash_shared,20,B1,0.023361827558012527,0.01135397333607746,0.02336182755801164,0.011353973336076961,8.291978215169138e-16,5.30825383648903e-16,8.881784197001252e-16,4.996003610813204e-16,2.0816681711721685e-17,4.5102810375396984e-17,56,56,1,0.0234251083360309,0.0113857981273924,0.0001423754232232,6.847789246888548e-05,6.328077801926249e-05,3.1824791315438264e-05,0.0008542535393392001,0.00041086835481331295,1,f3f5ad342e8943d339602bddd5233506,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0010,10,601924010,3,5,4,uniform,0.5,3,0.1,5000,hash_shared,40,B2,0.023361827558012527,0.01135397333607746,0.023361827558011528,0.011353973336076933,8.291978215169138e-16,5.30825383648903e-16,9.992007221626409e-16,5.273559366969494e-16,1.3183898417423734e-16,1.734723475976807e-17,56,56,1,0.0234251083360309,0.0113857981273924,0.0001423754232232,6.847789246888548e-05,6.328077801937351e-05,3.182479131546602e-05,0.0008542535393392001,0.00041086835481331295,1,f3f5ad342e8943d339602bddd5233506,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0010,10,601924010,3,5,4,uniform,0.5,3,0.1,5000,target,,,0.0,0.0,1.1102230246251565e-16,-2.7755575615628914e-17,0.0,0.0,1.1102230246251565e-16,2.7755575615628914e-17,1.1102230246251565e-16,2.7755575615628914e-17,64,64,1,0.0,0.0,0.0,0.0,1.1102230246251565e-16,2.7755575615628914e-17,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0010,10,601924010,3,5,4,uniform,0.5,3,0.1,5000,woe,,,0.0,0.0,1.1102230246251565e-16,-2.7755575615628914e-17,0.0,0.0,1.1102230246251565e-16,2.7755575615628914e-17,1.1102230246251565e-16,2.7755575615628914e-17,64,64,1,0.0,0.0,0.0,0.0,1.1102230246251565e-16,2.7755575615628914e-17,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0010,10,601924010,3,5,4,uniform,0.5,3,0.1,5000,ordered_catboost_sim,,,0.0,0.0,1.1102230246251565e-16,-2.7755575615628914e-17,0.0,0.0,1.1102230246251565e-16,2.7755575615628914e-17,1.1102230246251565e-16,2.7755575615628914e-17,64,64,1,0.0,0.0,0.0,0.0,1.1102230246251565e-16,2.7755575615628914e-17,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0010,10,601924010,3,5,4,uniform,0.5,3,0.1,5000,homals,,,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,64,64,1,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0011,11,601924011,3,5,4,uniform,0.5,3,0.3,500,label,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,64,1,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0011,11,601924011,3,5,4,uniform,0.5,3,0.3,500,onehot,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,64,1,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0011,11,601924011,3,5,4,uniform,0.5,3,0.3,500,count,,,0.009910267413359874,0.0045050466833017055,0.009910267413359874,0.004505046683301761,1.5612511283791264e-17,5.898059818321144e-17,0.0,5.551115123125783e-17,1.3877787807814457e-17,3.469446951953614e-18,48,48,1,0.0100473911716326,0.0045736867333082,9.955768203320882e-05,4.628865661195157e-05,0.00013712375827272527,6.864005000643911e-05,0.0005973470921992529,0.00027773293967170947,1,bc51c077ac7de14c71518de2a5c9442c,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0011,11,601924011,3,5,4,uniform,0.5,3,0.3,500,hash_column,10,B0,0.03333874748517773,0.015262046454308703,0.033338747485176956,0.015262046454308481,7.563394355258879e-16,2.0990154059319366e-16,7.771561172376096e-16,2.220446049250313e-16,1.3877787807814457e-17,1.214306433183765e-17,240,240,1,0.0332357147171906,0.015226887366704,0.0002525442933254,0.0001169885143885,0.00010303276798635796,3.5159087604480846e-05,0.0015152667599524,0.000701932086331,1,5b594384085afae80cb1cab187c36bd5,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0011,11,601924011,3,5,4,uniform,0.5,3,0.3,500,hash_column,20,B1,0.017012273894151164,0.007598094994582527,0.017012273894150165,0.007598094994582222,1.061650767297806e-15,2.706168622523819e-16,9.992007221626409e-16,3.0531133177191805e-16,6.938893903907228e-18,2.168404344971009e-17,363,363,1,0.017086908849584,0.0076497103730452,0.000144543307907,6.543648056577556e-05,7.463495543383672e-05,5.1615378462978485e-05,0.0008672608474419999,0.00039261988339465336,1,3d2825b7d92099ed8ceb9ba050d5d390,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0011,11,601924011,3,5,4,uniform,0.5,3,0.3,500,hash_column,40,B2,0.008828555502920499,0.0039027215349007327,0.008828555502918611,0.003902721534900705,1.897787482718627e-15,3.2959746043559335e-17,1.887379141862766e-15,2.7755575615628914e-17,1.9081958235744878e-17,4.7704895589362195e-18,768,768,1,0.0087710841225989,0.0038856270157414,0.0001183869067399,5.2589491748887305e-05,5.74713803197114e-05,1.7094519159305006e-05,0.0007103224404394,0.00031553795049332387,1,3cf89093468c271e1bf273e2d0b3e30c,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0011,11,601924011,3,5,4,uniform,0.5,3,0.3,500,hash_shared,10,B0,0.06834883271137637,0.03216717954975762,0.06834883271137593,0.03216717954975745,4.3021142204224816e-16,6.938893903907228e-17,4.440892098500626e-16,1.6653345369377348e-16,0.0,4.163336342344337e-17,56,56,1,0.067710430716801,0.0318815027388668,0.0003302030882155,0.0001518742620032,0.0006384019945749331,0.00028567681089065183,0.001981219529293,0.0009112465720192,1,f3f5ad342e8943d339602bddd5233506,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0011,11,601924011,3,5,4,uniform,0.5,3,0.3,500,hash_shared,20,B1,0.06834883271137637,0.03216717954975762,0.06834883271137593,0.03216717954975748,4.3021142204224816e-16,6.938893903907228e-17,4.440892098500626e-16,1.3877787807814457e-16,0.0,1.3877787807814457e-17,56,56,1,0.067710430716801,0.0318815027388668,0.0003302030882155,0.0001518742620032,0.0006384019945749331,0.0002856768108906796,0.001981219529293,0.0009112465720192,1,f3f5ad342e8943d339602bddd5233506,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0011,11,601924011,3,5,4,uniform,0.5,3,0.3,500,hash_shared,40,B2,0.06834883271137637,0.03216717954975762,0.06834883271137593,0.03216717954975748,4.3021142204224816e-16,6.938893903907228e-17,4.440892098500626e-16,1.3877787807814457e-16,0.0,1.3877787807814457e-17,56,56,1,0.067710430716801,0.0318815027388668,0.0003302030882155,0.0001518742620032,0.0006384019945749331,0.0002856768108906796,0.001981219529293,0.0009112465720192,1,f3f5ad342e8943d339602bddd5233506,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0011,11,601924011,3,5,4,uniform,0.5,3,0.3,500,target,,,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,64,64,1,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0011,11,601924011,3,5,4,uniform,0.5,3,0.3,500,woe,,,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,64,64,1,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0011,11,601924011,3,5,4,uniform,0.5,3,0.3,500,ordered_catboost_sim,,,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,64,64,1,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0011,11,601924011,3,5,4,uniform,0.5,3,0.3,500,homals,,,0.0,0.0,1.1102230246251565e-16,-2.7755575615628914e-17,0.0,0.0,1.1102230246251565e-16,2.7755575615628914e-17,1.1102230246251565e-16,2.7755575615628914e-17,64,64,1,0.0,0.0,0.0,0.0,1.1102230246251565e-16,2.7755575615628914e-17,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0012,12,601924012,3,5,4,uniform,0.5,3,0.3,5000,label,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,64,1,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0012,12,601924012,3,5,4,uniform,0.5,3,0.3,5000,onehot,,,0.0,0.0,0.0,-5.551115123125783e-17,0.0,0.0,0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,64,64,1,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0012,12,601924012,3,5,4,uniform,0.5,3,0.3,5000,count,,,0.0,0.0,0.0,-2.7755575615628914e-17,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,64,64,1,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0012,12,601924012,3,5,4,uniform,0.5,3,0.3,5000,hash_column,10,B0,0.04117803001835885,0.019524114782022872,0.041178030018358736,0.019524114782023733,2.7755575615628914e-17,8.916478666520788e-16,1.1102230246251565e-16,8.604228440844963e-16,6.938893903907228e-18,2.7755575615628914e-17,240,240,1,0.0409446165632882,0.019413636975384,0.0002229463034395,0.0001044359093176,0.00023341345507053857,0.00011047780663973189,0.0013376788206369999,0.0006266164559056,1,5b594384085afae80cb1cab187c36bd5,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0012,12,601924012,3,5,4,uniform,0.5,3,0.3,5000,hash_column,20,B1,0.03347097316120817,0.01578540924989605,0.033470973161208284,0.015785409249896992,1.249000902703301e-16,9.645062526431047e-16,1.1102230246251565e-16,9.43689570931383e-16,2.7755575615628914e-17,2.0816681711721685e-17,363,363,1,0.0332608659238155,0.0156860562380608,0.000191409310048,8.954397684382253e-05,0.00021010723739278703,9.935301183619169e-05,0.0011484568602879999,0.0005372648610629352,1,3d2825b7d92099ed8ceb9ba050d5d390,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0012,12,601924012,3,5,4,uniform,0.5,3,0.3,5000,hash_column,40,B2,0.01478274151440262,0.006974459861925519,0.014782741514403841,0.00697445986192638,1.3079815008865125e-15,8.491471414906471e-16,1.2212453270876722e-15,8.604228440844963e-16,6.245004513516506e-17,3.469446951953614e-18,768,768,1,0.0147459151170503,0.0069567486771538,9.9783083590117e-05,4.7536107704370325e-05,3.6826397353540916e-05,1.7711184772580164e-05,0.0005986995015407019,0.000285217646226222,1,3cf89093468c271e1bf273e2d0b3e30c,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0012,12,601924012,3,5,4,uniform,0.5,3,0.3,5000,hash_shared,10,B0,0.059688305379586026,0.02857787424365371,0.05968830537958536,0.02857787424365446,6.453171330633722e-16,8.187894806610529e-16,6.661338147750939e-16,7.494005416219807e-16,4.85722573273506e-17,1.3877787807814457e-17,56,56,1,0.0594896417090405,0.0284862062795998,0.0002706349303081,0.0001266104946255,0.00019866367054485745,9.166796405465916e-05,0.0016238105818486,0.000759663967753,1,f3f5ad342e8943d339602bddd5233506,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0012,12,601924012,3,5,4,uniform,0.5,3,0.3,5000,hash_shared,20,B1,0.059688305379586026,0.02857787424365371,0.05968830537958536,0.02857787424365446,6.453171330633722e-16,8.187894806610529e-16,6.661338147750939e-16,7.494005416219807e-16,4.85722573273506e-17,1.3877787807814457e-17,56,56,1,0.0594896417090405,0.0284862062795998,0.0002706349303081,0.0001266104946255,0.00019866367054485745,9.166796405465916e-05,0.0016238105818486,0.000759663967753,1,f3f5ad342e8943d339602bddd5233506,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0012,12,601924012,3,5,4,uniform,0.5,3,0.3,5000,hash_shared,40,B2,0.059688305379586026,0.02857787424365371,0.05968830537958547,0.028577874243654516,6.453171330633722e-16,8.187894806610529e-16,5.551115123125783e-16,8.049116928532385e-16,6.245004513516506e-17,4.163336342344337e-17,56,56,1,0.0594896417090405,0.0284862062795998,0.0002706349303081,0.0001266104946255,0.00019866367054496847,9.166796405471467e-05,0.0016238105818486,0.000759663967753,1,f3f5ad342e8943d339602bddd5233506,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0012,12,601924012,3,5,4,uniform,0.5,3,0.3,5000,target,,,0.0,0.0,1.1102230246251565e-16,-2.7755575615628914e-17,0.0,0.0,1.1102230246251565e-16,2.7755575615628914e-17,1.1102230246251565e-16,2.7755575615628914e-17,64,64,1,0.0,0.0,0.0,0.0,1.1102230246251565e-16,2.7755575615628914e-17,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0012,12,601924012,3,5,4,uniform,0.5,3,0.3,5000,woe,,,0.0,0.0,1.1102230246251565e-16,-2.7755575615628914e-17,0.0,0.0,1.1102230246251565e-16,2.7755575615628914e-17,1.1102230246251565e-16,2.7755575615628914e-17,64,64,1,0.0,0.0,0.0,0.0,1.1102230246251565e-16,2.7755575615628914e-17,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0012,12,601924012,3,5,4,uniform,0.5,3,0.3,5000,ordered_catboost_sim,,,0.0,0.0,1.1102230246251565e-16,-2.7755575615628914e-17,0.0,0.0,1.1102230246251565e-16,2.7755575615628914e-17,1.1102230246251565e-16,2.7755575615628914e-17,64,64,1,0.0,0.0,0.0,0.0,1.1102230246251565e-16,2.7755575615628914e-17,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0012,12,601924012,3,5,4,uniform,0.5,3,0.3,5000,homals,,,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,64,64,1,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0013,13,285110013,3,5,4,uniform,1.5,0,0.0,500,label,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,64,1,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0013,13,285110013,3,5,4,uniform,1.5,0,0.0,500,onehot,,,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,64,64,1,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0013,13,285110013,3,5,4,uniform,1.5,0,0.0,500,count,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,64,1,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0013,13,285110013,3,5,4,uniform,1.5,0,0.0,500,hash_column,10,B0,0.03927952714266281,0.01868390194439931,0.03927952714266225,0.018683901944399756,6.106226635438361e-16,4.371503159461554e-16,5.551115123125783e-16,4.440892098500626e-16,1.1102230246251565e-16,6.938893903907228e-18,240,240,1,0.0392245233654605,0.0186605532995212,0.0001868298471851,9.015090562315956e-05,5.500377720175226e-05,2.334864487855623e-05,0.0011209800831106,0.0005409064337389574,1,5b594384085afae80cb1cab187c36bd5,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0013,13,285110013,3,5,4,uniform,1.5,0,0.0,500,hash_column,20,B1,0.02784274430820388,0.01321567463477824,0.027842744308203216,0.01321567463477863,6.83481049534862e-16,3.5214886562329184e-16,6.661338147750939e-16,3.885780586188048e-16,1.3877787807814457e-17,1.3877787807814457e-17,363,363,1,0.0278397565620149,0.013213328782316,0.0001485227491933,7.18350213373238e-05,2.987746188315432e-06,2.3458524626290833e-06,0.0008911374951598001,0.0004310111280239428,1,3d2825b7d92099ed8ceb9ba050d5d390,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0013,13,285110013,3,5,4,uniform,1.5,0,0.0,500,hash_column,40,B2,0.021663055861412372,0.010254994843426735,0.02166305586141104,0.010254994843426068,1.5439038936193583e-15,6.696032617270475e-16,1.3322676295501878e-15,6.661338147750939e-16,1.700029006457271e-16,0.0,768,768,1,0.0216456022326991,0.0102453432532694,0.0001105736573975,5.360779691065371e-05,1.7453628711940755e-05,9.651590156667736e-06,0.000663442944385,0.00032164778146392226,1,3cf89093468c271e1bf273e2d0b3e30c,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0013,13,285110013,3,5,4,uniform,1.5,0,0.0,500,hash_shared,10,B0,0.06546482368131623,0.03145570250237634,0.06546482368131534,0.03145570250237725,1.0408340855860843e-15,9.08995101411847e-16,8.881784197001252e-16,9.159339953157541e-16,1.1102230246251565e-16,2.7755575615628914e-17,56,56,1,0.0657810337159315,0.0316115067892849,0.000250317981796,0.0001188304358699,0.0003162100346161545,0.00015580428690764592,0.0015019088907759998,0.0007129836152194,1,f3f5ad342e8943d339602bddd5233506,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0013,13,285110013,3,5,4,uniform,1.5,0,0.0,500,hash_shared,20,B1,0.06546482368131623,0.03145570250237634,0.06546482368131534,0.03145570250237728,1.0408340855860843e-15,9.08995101411847e-16,8.881784197001252e-16,9.43689570931383e-16,1.1102230246251565e-16,0.0,56,56,1,0.0657810337159315,0.0316115067892849,0.000250317981796,0.0001188304358699,0.0003162100346161545,0.00015580428690761816,0.0015019088907759998,0.0007129836152194,1,f3f5ad342e8943d339602bddd5233506,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0013,13,285110013,3,5,4,uniform,1.5,0,0.0,500,hash_shared,40,B2,0.06546482368131623,0.03145570250237634,0.06546482368131534,0.03145570250237728,1.0408340855860843e-15,9.08995101411847e-16,8.881784197001252e-16,9.43689570931383e-16,1.1102230246251565e-16,0.0,56,56,1,0.0657810337159315,0.0316115067892849,0.000250317981796,0.0001188304358699,0.0003162100346161545,0.00015580428690761816,0.0015019088907759998,0.0007129836152194,1,f3f5ad342e8943d339602bddd5233506,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0013,13,285110013,3,5,4,uniform,1.5,0,0.0,500,target,,,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,64,64,1,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0013,13,285110013,3,5,4,uniform,1.5,0,0.0,500,woe,,,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,64,64,1,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0013,13,285110013,3,5,4,uniform,1.5,0,0.0,500,ordered_catboost_sim,,,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,64,64,1,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0013,13,285110013,3,5,4,uniform,1.5,0,0.0,500,homals,,,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,64,64,1,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0014,14,285110014,3,5,4,uniform,1.5,0,0.0,5000,label,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,64,1,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0014,14,285110014,3,5,4,uniform,1.5,0,0.0,5000,onehot,,,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,64,64,1,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0014,14,285110014,3,5,4,uniform,1.5,0,0.0,5000,count,,,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.0,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,64,64,1,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,1e-09,1e-09,1,e52264e34a54280ff741f7239005aed7,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0014,14,285110014,3,5,4,uniform,1.5,0,0.0,5000,hash_column,10,B0,0.01729432769414463,0.008430725718355764,0.01729432769414685,0.008430725718353849,2.203098814490545e-15,1.9897278269453977e-15,2.220446049250313e-15,1.915134717478395e-15,2.0816681711721685e-17,4.683753385137379e-17,240,240,1,0.0173462012583245,0.0084560277146442,0.0001022092109612,5.001292679032334e-05,5.1873564177649933e-05,2.530199629035071e-05,0.0006132562657672,0.00030007856074194003,1,5b594384085afae80cb1cab187c36bd5,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0014,14,285110014,3,5,4,uniform,1.5,0,0.0,5000,hash_column,20,B1,0.008936536168735909,0.004360781507974365,0.008936536168738463,0.004360781507972394,2.5049406993105094e-15,2.0088097851811426e-15,2.55351295663786e-15,1.970645868709653e-15,5.377642775528102e-17,3.642919299551295e-17,363,363,1,0.0089988991897005,0.0043914363619355,4.902247390126207e-05,2.4163307761999515e-05,6.236302096203697e-05,3.065485396310571e-05,0.00029413584340757246,0.00014498084657199709,1,3d2825b7d92099ed8ceb9ba050d5d390,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0014,14,285110014,3,5,4,uniform,1.5,0,0.0,5000,hash_column,40,B2,0.007300662069347985,0.003569609421669784,0.0073006620693497615,0.0035696094216690066,1.7633464133304244e-15,7.858297346174936e-16,1.7763568394002505e-15,7.771561172376096e-16,6.938893903907228e-18,1.9949319973733282e-17,768,768,1,0.0072890280405425,0.0035637041988796,3.3837189040138837e-05,1.6589562350974428e-05,1.1634028807261214e-05,5.905222789406774e-06,0.000203024134240833,9.953837410584657e-05,1,3cf89093468c271e1bf273e2d0b3e30c,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0014,14,285110014,3,5,4,uniform,1.5,0,0.0,5000,hash_shared,10,B0,0.029192758065991198,0.014266289766471124,0.029192758065993307,0.014266289766469098,2.0886070650760757e-15,2.050443148604586e-15,2.1094237467877974e-15,2.0261570199409107e-15,1.0408340855860843e-17,5.204170427930421e-17,56,56,1,0.0293274579708949,0.0143329818774294,0.000139992527496,6.816389634353136e-05,0.00013469990490159317,6.669211096030185e-05,0.000839956164976,0.0004089843780611882,1,f3f5ad342e8943d339602bddd5233506,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0014,14,285110014,3,5,4,uniform,1.5,0,0.0,5000,hash_shared,20,B1,0.029192758065991198,0.014266289766471124,0.02919275806599342,0.014266289766469098,2.0886070650760757e-15,2.050443148604586e-15,2.220446049250313e-15,2.0261570199409107e-15,1.0061396160665481e-16,5.377642775528102e-17,56,56,1,0.0293274579708949,0.0143329818774294,0.000139992527496,6.816389634353136e-05,0.00013469990490148215,6.669211096030185e-05,0.000839956164976,0.0004089843780611882,1,f3f5ad342e8943d339602bddd5233506,,,1e-10,1,none,SUCCESS,
d3_frozen,1B,S1B-0014,14,285110014,3,5,4,uniform,1.5,0,0.0,5000,hash_shared,40,B2,0.029192758065991198,0.014266289766471124,0.02919275806599342,0.01426628976646907,2.0886070650760757e-15,2.050443148604586e-15,2.220446049250313e-15,2.0539125955565396e-15,1.0061396160665481e-16,2.6020852139652106e-17,56,56,1,0.0293274579708949,0.0143329818774294,0.000139992527496,6.816389634353136e-05,0.00013469990490148215,6.66921109603296e-05,0.000839956164976,0.0004089843780611882,1,f3f5ad342e8943d339602bddd5233506,,,1e-10,1,none,SUCCESS,
