simulation,scenario_id,replicate,parameter_json,selection_rule_or_encoder,metric,value,theoretical_value,mcse,tolerance,criterion_id,criterion_pass,status,seed,notes
sim2,S2-032,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.5, ""regime"": ""best=0.02""}",panel,regret_mean,0.007602000000000001,,9.708708559957407e-05,0.0002912612567987222,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1032,
sim2,S2-032,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.5, ""regime"": ""best=0.02""}",panel,p_select_best,0.6199,,0.6199,1.8597000000000001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1032,
sim2,S2-032,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.5, ""regime"": ""best=0.02""}",panel,reporting_bias_mean,-7.672996166360526e-05,,0.00029662065078507973,0.0008898619523552392,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1032,
sim2,S2-032,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.5, ""regime"": ""best=0.02""}",panel,winner_instability,0.3801,,0.3801,1.1402999999999999,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1032,
sim2,S2-032,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.5, ""regime"": ""best=0.02""}",panel,one_se_regret_mean,0.001604,,,,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1032,
sim2,S2-032,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.5, ""regime"": ""best=0.02""}",panel,oracle_bound_ratio,0.16926449863584364,,0.16926449863584364,0.507793495907531,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1032,
sim2,S2-033,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""all_equal""}",panel,oracle_optimism_mean,0.008058274441482424,0.044469114221025334,0.0002937168943744466,0.0008811506831233398,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1033,
sim2,S2-033,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""all_equal""}",panel,regret_mean,0.0,,0.0,0.0001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1033,
sim2,S2-033,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""all_equal""}",panel,p_select_best,1.0,,1.0,3.0,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1033,
sim2,S2-033,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""all_equal""}",panel,reporting_bias_mean,9.577321092924284e-05,,0.00030114930092579385,0.0009034479027773815,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1033,
sim2,S2-033,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""all_equal""}",panel,winner_instability,0.6634,,0.6634,1.9902,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1033,
sim2,S2-033,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""all_equal""}",panel,one_se_regret_mean,0.0,,,,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1033,
sim2,S2-033,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""all_equal""}",panel,oracle_bound_ratio,0.18121059037583462,,0.18121059037583462,0.5436317711275038,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1033,
sim2,S2-034,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.002""}",panel,oracle_optimism_mean,0.007254308597633628,0.044469114221025334,0.0002938198196234448,0.0008814594588703344,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1034,
sim2,S2-034,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.002""}",panel,regret_mean,0.0011996,,9.799264592746534e-06,0.0001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1034,
sim2,S2-034,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.002""}",panel,p_select_best,0.4002,,0.4002,1.2006000000000001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1034,
sim2,S2-034,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.002""}",panel,reporting_bias_mean,0.0006454170816911299,,0.00030156811035447246,0.0009047043310634174,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1034,
sim2,S2-034,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.002""}",panel,winner_instability,0.5998,,0.5998,1.7993999999999999,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1034,
sim2,S2-034,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.002""}",panel,one_se_regret_mean,2.9000000000000004e-05,,,,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1034,
sim2,S2-034,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.002""}",panel,oracle_bound_ratio,0.16313139410822208,,0.16313139410822208,0.48939418232466625,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1034,
sim2,S2-035,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.005""}",panel,oracle_optimism_mean,0.0053299718156145535,0.044469114221025334,0.0002955469221916156,0.0008866407665748467,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1035,
sim2,S2-035,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.005""}",panel,regret_mean,0.0025475000000000003,,2.499673696076887e-05,0.0001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1035,
sim2,S2-035,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.005""}",panel,p_select_best,0.4905,,0.4905,1.4715,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1035,
sim2,S2-035,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.005""}",panel,reporting_bias_mean,0.00015491744531209416,,0.0003020652782087915,0.0009061958346263746,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1035,
sim2,S2-035,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.005""}",panel,winner_instability,0.5095000000000001,,0.5095000000000001,1.5285000000000002,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1035,
sim2,S2-035,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.005""}",panel,one_se_regret_mean,3.85e-05,,,,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1035,
sim2,S2-035,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.005""}",panel,oracle_bound_ratio,0.11985783636532392,,0.11985783636532392,0.35957350909597174,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1035,
sim2,S2-036,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.02""}",panel,oracle_optimism_mean,0.0005289717076213739,0.044469114221025334,0.0002956416794280283,0.0008869250382840849,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1036,
sim2,S2-036,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.02""}",panel,regret_mean,0.00237,,6.464308062575049e-05,0.00019392924187725146,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1036,
sim2,S2-036,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.02""}",panel,p_select_best,0.8815,,0.8815,2.6445,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1036,
sim2,S2-036,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.02""}",panel,reporting_bias_mean,-0.0002276527542935189,,0.0002974228029275165,0.0008922684087825496,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1036,
sim2,S2-036,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.02""}",panel,winner_instability,0.11850000000000005,,0.11850000000000005,0.35550000000000015,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1036,
sim2,S2-036,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.02""}",panel,one_se_regret_mean,0.0,,,,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1036,
sim2,S2-036,10000,"{""K"": 3, ""sigma"": 0.03, ""rho"": 0.9, ""regime"": ""best=0.02""}",panel,oracle_bound_ratio,0.011895260719433715,,0.011895260719433715,0.03568578215830115,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1036,
sim2,S2-037,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""all_equal""}",panel,oracle_optimism_mean,0.007086516584503633,0.010196669901688089,3.0475401142525124e-05,0.0001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1037,
sim2,S2-037,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""all_equal""}",panel,regret_mean,0.0,,0.0,0.0001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1037,
sim2,S2-037,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""all_equal""}",panel,p_select_best,1.0,,1.0,3.0,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1037,
sim2,S2-037,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""all_equal""}",panel,reporting_bias_mean,-6.412919769946676e-06,,5.023044585321312e-05,0.00015069133755963936,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1037,
sim2,S2-037,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""all_equal""}",panel,winner_instability,0.8702,,0.8702,2.6106,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1037,
sim2,S2-037,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""all_equal""}",panel,one_se_regret_mean,0.0,,,,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1037,
sim2,S2-037,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""all_equal""}",panel,oracle_bound_ratio,0.6949834262390351,,0.6949834262390351,2.0849502787171055,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1037,
sim2,S2-038,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.002""}",panel,oracle_optimism_mean,0.00541924078135857,0.010196669901688089,3.0680909245786455e-05,0.0001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1038,
sim2,S2-038,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.002""}",panel,regret_mean,0.0015846,,8.113622316000954e-06,0.0001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1038,
sim2,S2-038,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.002""}",panel,p_select_best,0.2077,,0.2077,0.6231,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1038,
sim2,S2-038,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.002""}",panel,reporting_bias_mean,-1.1061609615352325e-05,,5.0273426713518264e-05,0.0001508202801405548,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1038,
sim2,S2-038,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.002""}",panel,winner_instability,0.7923,,0.7923,2.3769,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1038,
sim2,S2-038,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.002""}",panel,one_se_regret_mean,0.0009436,,,,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1038,
sim2,S2-038,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.002""}",panel,oracle_bound_ratio,0.5314716307979529,,0.5314716307979529,1.5944148923938588,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1038,
sim2,S2-039,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.005""}",panel,oracle_optimism_mean,0.0033062579311819926,0.010196669901688089,3.232536978204247e-05,0.0001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1039,
sim2,S2-039,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.005""}",panel,regret_mean,0.0030715000000000004,,2.433922790068494e-05,0.0001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1039,
sim2,S2-039,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.005""}",panel,p_select_best,0.3857,,0.3857,1.1571,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1039,
sim2,S2-039,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.005""}",panel,reporting_bias_mean,-7.587095195648428e-06,,4.968938874048683e-05,0.00014906816622146048,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1039,
sim2,S2-039,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.005""}",panel,winner_instability,0.6143000000000001,,0.6143000000000001,1.8429000000000002,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1039,
sim2,S2-039,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.005""}",panel,one_se_regret_mean,0.0014360000000000002,,,,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1039,
sim2,S2-039,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.005""}",panel,oracle_bound_ratio,0.32424879524977385,,0.32424879524977385,0.9727463857493215,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1039,
sim2,S2-040,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.02""}",panel,oracle_optimism_mean,-4.776479604715203e-05,0.010196669901688089,5.0076183588131974e-05,0.00015022855076439592,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1040,
sim2,S2-040,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.02""}",panel,regret_mean,0.000286,,2.3746089945057644e-05,0.0001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1040,
sim2,S2-040,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.02""}",panel,p_select_best,0.9857,,0.9857,2.9571,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1040,
sim2,S2-040,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.02""}",panel,reporting_bias_mean,-0.00010770837109735572,,5.072261386369236e-05,0.00015216784159107708,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1040,
sim2,S2-040,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.02""}",panel,winner_instability,0.01429999999999998,,0.01429999999999998,0.04289999999999994,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1040,
sim2,S2-040,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.02""}",panel,one_se_regret_mean,1.8e-05,,,,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1040,
sim2,S2-040,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.0, ""regime"": ""best=0.02""}",panel,oracle_bound_ratio,-0.004684352490340442,,-0.004684352490340442,0.0001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1040,
sim2,S2-041,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""all_equal""}",panel,oracle_optimism_mean,0.005015710873717883,0.010196669901688089,4.2013247858051546e-05,0.00012603974357415463,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1041,
sim2,S2-041,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""all_equal""}",panel,regret_mean,0.0,,0.0,0.0001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1041,
sim2,S2-041,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""all_equal""}",panel,p_select_best,1.0,,1.0,3.0,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1041,
sim2,S2-041,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""all_equal""}",panel,reporting_bias_mean,-3.2959112902921334e-05,,5.0455895000357514e-05,0.00015136768500107254,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1041,
sim2,S2-041,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""all_equal""}",panel,winner_instability,0.8706,,0.8706,2.6118,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1041,
sim2,S2-041,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""all_equal""}",panel,one_se_regret_mean,0.0,,,,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1041,
sim2,S2-041,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""all_equal""}",panel,oracle_bound_ratio,0.4918969547977146,,0.4918969547977146,1.475690864393144,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1041,
sim2,S2-042,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.002""}",panel,oracle_optimism_mean,0.0035093219739368523,0.010196669901688089,4.1767855951533605e-05,0.0001253035678546008,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1042,
sim2,S2-042,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.002""}",panel,regret_mean,0.0014922000000000002,,8.70525669635393e-06,0.0001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1042,
sim2,S2-042,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.002""}",panel,p_select_best,0.2539,,0.2539,0.7617,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1042,
sim2,S2-042,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.002""}",panel,reporting_bias_mean,7.550396131803299e-05,,4.966052252669629e-05,0.00014898156758008887,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1042,
sim2,S2-042,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.002""}",panel,winner_instability,0.7461,,0.7461,2.2382999999999997,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1042,
sim2,S2-042,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.002""}",panel,one_se_regret_mean,0.0005978,,,,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1042,
sim2,S2-042,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.002""}",panel,oracle_bound_ratio,0.34416353650478315,,0.34416353650478315,1.0324906095143493,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1042,
sim2,S2-043,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.005""}",panel,oracle_optimism_mean,0.00157108106115789,0.010196669901688089,4.292095604693757e-05,0.0001287628681408127,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1043,
sim2,S2-043,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.005""}",panel,regret_mean,0.00234,,2.494999499448893e-05,0.0001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1043,
sim2,S2-043,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.005""}",panel,p_select_best,0.532,,0.532,1.596,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1043,
sim2,S2-043,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.005""}",panel,reporting_bias_mean,1.6815130689011127e-05,,4.9414788073311536e-05,0.0001482443642199346,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1043,
sim2,S2-043,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.005""}",panel,winner_instability,0.46799999999999997,,0.46799999999999997,1.404,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1043,
sim2,S2-043,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.005""}",panel,one_se_regret_mean,0.000514,,,,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1043,
sim2,S2-043,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.005""}",panel,oracle_bound_ratio,0.1540778583896094,,0.1540778583896094,0.46223357516882824,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1043,
sim2,S2-044,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.02""}",panel,oracle_optimism_mean,3.827675575033328e-05,0.010196669901688089,5.017464326699391e-05,0.00015052392980098171,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1044,
sim2,S2-044,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.02""}",panel,regret_mean,0.0,,0.0,0.0001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1044,
sim2,S2-044,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.02""}",panel,p_select_best,1.0,,1.0,3.0,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1044,
sim2,S2-044,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.02""}",panel,reporting_bias_mean,3.807883090490172e-05,,5.017642992987133e-05,0.00015052928978961399,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1044,
sim2,S2-044,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.02""}",panel,winner_instability,0.0,,0.0,0.0001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1044,
sim2,S2-044,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.02""}",panel,one_se_regret_mean,0.0,,,,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1044,
sim2,S2-044,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.5, ""regime"": ""best=0.02""}",panel,oracle_bound_ratio,0.00375384867014244,,0.00375384867014244,0.01126154601042732,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1044,
sim2,S2-045,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.9, ""regime"": ""all_equal""}",panel,oracle_optimism_mean,0.0022868491393399394,0.010196669901688089,4.850327618995979e-05,0.00014550982856987937,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1045,
sim2,S2-045,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.9, ""regime"": ""all_equal""}",panel,regret_mean,0.0,,0.0,0.0001,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1045,
sim2,S2-045,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.9, ""regime"": ""all_equal""}",panel,p_select_best,1.0,,1.0,3.0,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1045,
sim2,S2-045,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.9, ""regime"": ""all_equal""}",panel,reporting_bias_mean,4.1828835575494585e-05,,5.0202653516144335e-05,0.000150607960548433,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1045,
sim2,S2-045,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.9, ""regime"": ""all_equal""}",panel,winner_instability,0.8723,,0.8723,2.6169,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1045,
sim2,S2-045,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.9, ""regime"": ""all_equal""}",panel,one_se_regret_mean,0.0,,,,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1045,
sim2,S2-045,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.9, ""regime"": ""all_equal""}",panel,oracle_bound_ratio,0.22427411707829678,,0.22427411707829678,0.6728223512348903,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1045,
sim2,S2-046,10000,"{""K"": 8, ""sigma"": 0.005, ""rho"": 0.9, ""regime"": ""best=0.002""}",panel,oracle_optimism_mean,0.0008184285566432675,0.010196669901688089,4.854051734446632e-05,0.00014562155203339894,C1_honest_unbiased;C2_oracle_within_bound;C3_regret_within_bound,True,SUCCESS,1046,
